Category,Title,Price,Location,Area,URL
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466997 | Graana.com",2.86 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466997/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466996 | Graana.com",10.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466996/
Homes for Sale,"5 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466995 | Graana.com",2.04 Crore,"Al Rehman Garden Phase 2, Lahore",3,https://www.graana.com/property/5-marla-house-sale-al-rehman-garden-phase-2-lahore-1466995/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466994 | Graana.com",9.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466994/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466992 | Graana.com",9.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466992/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466990 | Graana.com",2.85 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466990/
Homes for Sale,"5 Marla House for sale in Al Rehman Garden Phase 2, Lahore | 1466989 | Graana.com",2.04 Crore,"Al Rehman Garden Phase 2, Lahore",3,https://www.graana.com/property/5-marla-house-sale-al-rehman-garden-phase-2-lahore-1466989/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466986 | Graana.com",9.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466986/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466985 | Graana.com",2.86 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466985/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466984 | Graana.com",9.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466984/
Homes for Sale,"1 Kanal House for sale in DHA Phase 6, Lahore | 1466982 | Graana.com",9.5 Crore,"DHA Phase 6, Lahore",5,https://www.graana.com/property/1-kanal-house-sale-dha-phase-6-lahore-1466982/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466981 | Graana.com",2.87 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466981/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466979 | Graana.com",2.85 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466979/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466977 | Graana.com",4.88 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466977/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466976 | Graana.com",2.84 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466976/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466973 | Graana.com",2.85 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466973/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466972 | Graana.com",2.84 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466972/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466970 | Graana.com",4.87 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466970/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466967 | Graana.com",4.84 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466967/
Homes for Sale,"10 Marla House for sale in Askari 11, Lahore | 1466965 | Graana.com",2.7 Crore,"Askari 11, Lahore",3,https://www.graana.com/property/10-marla-house-sale-askari-11-lahore-1466965/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466964 | Graana.com",4.82 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466964/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466962 | Graana.com",2.93 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466962/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466959 | Graana.com",2.95 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466959/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466956 | Graana.com",4.78 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466956/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466955 | Graana.com",2.92 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466955/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466953 | Graana.com",4.76 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466953/
Homes for Sale,"10 Marla House for sale in Bahria Town - Sector F, Lahore | 1466952 | Graana.com",4.75 Crore,"Bahria Town - Sector F, Lahore",4,https://www.graana.com/property/10-marla-house-sale-bahria-town---sector-f-lahore-1466952/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466950 | Graana.com",2.93 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466950/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466949 | Graana.com",2.92 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466949/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466948 | Graana.com",2.95 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466948/
Homes for Sale,"5 Marla House for sale in DHA Town Phase 9, Lahore | 1466947 | Graana.com",2.93 Crore,"DHA Town Phase 9, Lahore",3,https://www.graana.com/property/5-marla-house-sale-dha-town-phase-9-lahore-1466947/
Homes for Sale,"10 Marla House for sale in DHA Phase 7, Lahore | 1466875 | Graana.com",8.48 Crore,"DHA Phase 7, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-7-lahore-1466875/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466871 | Graana.com",2.55 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466871/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466869 | Graana.com",2.55 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466869/
Homes for Sale,"10 Marla House for sale in DHA Phase 7, Lahore | 1466865 | Graana.com",8.38 Crore,"DHA Phase 7, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-7-lahore-1466865/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466864 | Graana.com",2.55 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466864/
Homes for Sale,"10 Marla House for sale in DHA Phase 7, Lahore | 1466860 | Graana.com",8.48 Crore,"DHA Phase 7, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-7-lahore-1466860/
Homes for Sale,"7.5 Marla House for sale in Wapda Town, Lahore | 1466858 | Graana.com",3.7 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-wapda-town-lahore-1466858
Homes for Sale,"7.5 Marla House for sale in Wapda Town, Lahore | 1466856 | Graana.com",3.7 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/7.5-marla-house-sale-wapda-town-lahore-1466856
Homes for Sale,"10 Marla House for sale in DHA Phase 7, Lahore | 1466855 | Graana.com",8.58 Crore,"DHA Phase 7, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-7-lahore-1466855/
Homes for Sale,"5 Marla House for sale in Wapda Town, Lahore | 1466853 | Graana.com",2.25 Crore,"Wapda Town, Lahore",5,https://www.graana.com/property/5-marla-house-sale-wapda-town-lahore-1466853/
Homes for Sale,"10 Marla House for sale in DHA Phase 7, Lahore | 1466852 | Graana.com",8.68 Crore,"DHA Phase 7, Lahore",4,https://www.graana.com/property/10-marla-house-sale-dha-phase-7-lahore-1466852/
Plots for Sale,"5 Marla Residential Plot for sale in Icon Valley Housing Scheme, Lahore | 1467124 | Graana.com",1.2 Crore,"Icon Valley Housing Scheme, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-icon-valley-housing-scheme-lahore-1467124/
Plots for Sale,"1 Kanal Residential Plot for sale in Manawan, Lahore | 1466926 | Graana.com",60 Lac,"Manawan, Lahore",1 kanal,https://www.graana.com/property/1-kanal-residential-plot-sale-manawan-lahore-1466926/
Plots for Sale,"300 Sqft Commercial Plot for sale in Bismillah Housing Scheme, Lahore | 1466925 | Graana.com",36 Lac,"Bismillah Housing Scheme, Lahore",300 sqft,https://www.graana.com/property/300-sqft-commercial-plot-sale-bismillah-housing-scheme-lahore-1466925/
Plots for Sale,"7.5 Marla Residential Plot for sale in Johar Town Phase 2 - Block R, Lahore | 1466666 | Graana.com",2.2 Crore,"Johar Town Phase 2 - Block R, Lahore",7.5 marla,https://www.graana.com/property/7.5-marla-residential-plot-sale-johar-town-phase-2---block-r-lahore-1466666
Plots for Sale,"10 Marla Residential Plot for sale in LDA Avenue, Lahore | 1466089 | Graana.com",90 Lac,"LDA Avenue, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-lda-avenue-lahore-1466089/
Plots for Sale,"5 Marla Residential Plot for sale in DHA Town Phase 9, Lahore | 1466068 | Graana.com",1.32 Crore,"DHA Town Phase 9, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-dha-town-phase-9-lahore-1466068/
Plots for Sale,"5 Marla Residential Plot for sale in Safari Garden, Lahore | 1465320 | Graana.com",31.5 Lac,"Safari Garden, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-safari-garden-lahore-1465320/
Plots for Sale,"5 Marla Residential Plot for sale in Abdul Sattar Edhi Road, Lahore | 1464537 | Graana.com",1.15 Crore,"Abdul Sattar Edhi Road, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-abdul-sattar-edhi-road-lahore-1464537/
Plots for Sale,"3 Marla Plot File for sale in Al Kabir Town Phase 2, Lahore | 1464534 | Graana.com",5.22 Lac,"Al Kabir Town Phase 2, Lahore",3 marla,https://www.graana.com/property/3-marla-plot-file-sale-al-kabir-town-phase-2-lahore-1464534/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464463 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464463/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464462 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464462/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464461 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464461/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464460 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464460/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464458 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464458/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464455 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464455/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464454 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464454/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464452 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464452/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464451 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464451/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464448 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464448/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464446 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464446/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464445 | Graana.com",90 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464445/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464444 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464444/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464443 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464443/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464440 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464440/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464439 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464439/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464437 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464437/
Plots for Sale,"5 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464435 | Graana.com",95 Lac,"Bahria Town - Sector F, Lahore",5 marla,https://www.graana.com/property/5-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464435/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464432 | Graana.com",1.95 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464432/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464431 | Graana.com",1.95 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464431/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464427 | Graana.com",1.9 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464427/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464425 | Graana.com",1.95 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464425/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464424 | Graana.com",1.95 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464424/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464421 | Graana.com",1.99 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464421/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464416 | Graana.com",1.84 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464416/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector C , Lahore | 1464411 | Graana.com",1.99 Crore,"Bahria Town - Sector C , Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-c--lahore-1464411/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464396 | Graana.com",1.99 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464396/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464392 | Graana.com",1.88 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464392/
Plots for Sale,"10 Marla Residential Plot for sale in Bahria Town - Sector F, Lahore | 1464386 | Graana.com",1.79 Crore,"Bahria Town - Sector F, Lahore",10 marla,https://www.graana.com/property/10-marla-residential-plot-sale-bahria-town---sector-f-lahore-1464386/
